"Axis-limits","x","obs","calc","bkg","diff","zero","Bi","Li2Te","LiBi","tick-pos","diff/sigma"
" ",26.52053302,5781.0,5492.75789851676,3772.2092262574556,26.042101483239833," "," "," "," "," ",3.791018716574857
" ",26.546793590000004,5754.0,5543.2767568109575,3761.192842759107,-51.47675681095751," "," "," "," "," ",2.7779697573373254
" ",26.573054149999997,5771.0,5597.824772171077,3750.213291339399,-89.02477217107679," "," "," "," "," ",2.279608309230441
" ",26.599314720000002,6025.0,5658.169370236356,3739.2695821553216,104.63062976364364," "," "," "," "," ",4.725927647884656
" ",26.62557528,5953.0,5726.110480302994,3728.360765841359,-35.31048030299388," "," "," "," "," ",2.940671368748309
" ",26.65183585,6005.0,5803.406453802494,3717.485900262324,-60.60645380249406," "," "," "," "," ",2.60147776923503
" ",26.67809641,6134.0,5891.696023721767,3706.644083827089,-19.89602372176722," "," "," "," "," ",3.0937744980590653
" ",26.704356979999996,6269.0,5992.525771646567,3695.834422423616,14.27422835343333," "," "," "," "," ",3.4918495142780297
" ",26.730617539999997,6280.0,6107.158386878251,3685.0560625012918,-89.35838687825088," "," "," "," "," ",2.1810644002436037
" ",26.75687811,6245.0,6236.759000807722,3674.308158177895,-253.95900080772225," "," "," "," "," ",0.10428303266019046
" ",26.78313867,6609.0,6382.203033312981,3663.5899041022203,-35.40303331298054," "," "," "," "," ",2.7897762176788103
" ",26.809399239999998,6741.0,6544.043370895196,3652.9005027234443,-65.24337089519594," "," "," "," "," ",2.398879536304873
" ",26.8356598,6844.0,6722.337370274352,3642.2391969450805,-140.53737027435199," "," "," "," "," ",1.4706258532811776
" ",26.861920369999996,6997.0,6916.527600254776,3631.6052375477157,-181.72760025477618," "," "," "," "," ",0.9620353203744351
" ",26.888180929999997,7133.0,7125.241286925879,3620.997915644921,-254.44128692587873," "," "," "," "," ",0.09186574003581299
" ",26.9144415,7460.0,7345.981212379047,3610.4165302509064,-148.18121237904705," "," "," "," "," ",1.3201005216056387
" ",26.94070206,7564.0,7574.935105875679,3599.8604205482907,-273.13510587567924," "," "," "," "," ",-0.12573240718461773
" ",26.966962629999998,7989.0,7806.767617903326,3589.3289335929117,-79.96761790332602," "," "," "," "," ",2.0388221445196653
" ",26.99322319,8177.0,8034.594397424022,3578.8214564028317,-119.79439742402172," "," "," "," "," ",1.574816936126835
" ",27.01948376,8209.0,8249.960559231988,3568.337383793028,-303.16055923198763," "," "," "," "," ",-0.4520856784257334
" ",27.045744319999997,8478.0,8443.375373888055,3557.8761502944903,-227.57537388805503," "," "," "," "," ",0.3760437579118828
" ",27.07200489,8778.0,8604.91503249037,3547.437198112146,-89.1150324903694," "," "," "," "," ",1.847402659916973
" ",27.09826545,8994.0,8725.113044913802,3537.0200088821894,6.686955086198225," "," "," "," "," ",2.8352626084171315
" ",27.124526019999998,9122.0,8796.130107797479,3526.624071747268,63.66989220252145," "," "," "," "," ",3.411922849899169
" ",27.15078658,9082.0,8812.643605587104,3516.248914959653,7.156394412896418," "," "," "," "," ",2.8264189767329846
" ",27.17704715,9417.0,8772.631286498288,3505.894074068199,382.1687135017117," "," "," "," "," ",6.640154156970392
" ",27.20330771,9103.0,8677.588566740616,3495.5591233744544,163.21143325938357," "," "," "," "," ",4.458788649480468
" ",27.22956828,8980.0,8532.298848058803,3485.2436442264234,185.50115194119718," "," "," "," "," ",4.724436794038547
" ",27.25582884,8895.0,8344.182753217228,3474.9472563341506,288.6172467827717," "," "," "," "," ",5.840291878880674
" ",27.282089409999998,8732.0,8122.294669747958,3464.669586165948,347.5053302520417," "," "," "," "," ",6.5247387717021965
" ",27.30834997,8478.0,7876.297083451824,3454.410298129372,339.5029165481763," "," "," "," "," ",6.534846763507946
" ",27.33461054,8038.0,7615.600205951074,3444.1690630660974,160.1997940489262," "," "," "," "," ",4.711396948937625
" ",27.3608711,7892.0,7348.603943402182,3433.9455893036816,281.19605659781774," "," "," "," "," ",6.116781193526149
" ",27.38713167,7682.0,7082.29546865517,3423.739591245848,337.5045313448298," "," "," "," "," ",6.84226957387826
" ",27.41339223,7277.0,6822.1588590780075,3413.550820299838,192.64114092199253," "," "," "," "," ",5.331919114483421
" ",27.439652799999998,6866.0,6572.1515451034775,3403.379033559378,31.648454896522537," "," "," "," "," ",3.546267660638835
" ",27.46591336,6703.0,6334.879756455105,3393.2240246119172,105.92024354489496," "," "," "," "," ",4.496298044426709
" ",27.49217393,6436.0,6111.889963100144,3383.085592312072,61.910036899855925," "," "," "," "," ",4.0400288382545195
" ",27.51843449,6009.0,5903.855531956004,3372.9635714725378,-157.05553195600368," "," "," "," "," ",1.35639233089092
" ",27.54469506,5917.0,5710.802183256232,3362.857801726243,-56.00218325623172," "," "," "," "," ",2.6806078219582306
" ",27.57095562,5779.0,5532.349454465285,3352.768158104219,-15.549454465284896," "," "," "," "," ",3.244559439457064
" ",27.597216189999997,5328.0,5367.817302019345,3342.694519985259,-302.0173020193453," "," "," "," "," ",-0.5454936801514297
" ",27.62347675,5223.0,5216.351308813318,3332.636801563479,-255.5513088133177," "," "," "," "," ",0.09199752588195464
" ",27.64973732,5015.0,5077.008170608759,3322.594920884724,-324.2081706087594," "," "," "," "," ",-0.8756155152005453
" ",27.67599788,5062.0,4948.841067928966,3312.568830206073,-149.04106792896636," "," "," "," "," ",1.5904783709771224
" ",27.70225845,4778.0,4830.884777880487,3302.558485118768,-315.08477788048657," "," "," "," "," ",-0.7650813396273417
" ",27.72851901,4641.0,4722.244299698887,3292.5638748013776,-343.4442996988866," "," "," "," "," ",-1.1925788894746259
" ",27.75477958,4556.0,4622.066696096902,3282.584991229399,-328.26669609690197," "," "," "," "," ",-0.9787927232744514
" ",27.78104014,4297.0,4529.55221944146,3272.6218593234453,-494.7522194414598," "," "," "," "," ",-3.547625884315454
" ",27.80730071,4370.0,4443.98550866251,3262.674506246105,-336.18550866251024," "," "," "," "," ",-1.1191954667231636
" ",27.83356127,4301.0,4364.695067626407,3252.7429914459617,-325.89506762640684," "," "," "," "," ",-0.9712277441085879
" ",27.85982184,4210.0,4291.078457361891,3242.8273760427874,-343.2784573618912," "," "," "," "," ",-1.2495810419643776
" ",27.8860824,4164.0,4222.602100528304,3232.927752767769,-320.8021005283037," "," "," "," "," ",-0.9081504953559254
" ",27.91234297,3973.0,4158.770234063227,3223.044215438468,-447.97023406322677," "," "," "," "," ",-2.947249115409554
" ",27.93860353,4014.0,4099.14225037531,3213.176888795232,-347.34225037531013," "," "," "," "," ",-1.343867472841307
" ",27.9648641,4013.0,4043.328216220757,3203.32589806773,-292.528216220757," "," "," "," "," ",-0.47875385812994253
" ",27.99112466,3981.0,3990.9746184232745,3193.491398707115,-272.17461842327447," "," "," "," "," ",-0.15808847262997106
" ",28.01738523,3771.0,3941.7606634516114,3183.673546046338,-432.9606634516114," "," "," "," "," ",-2.7807347913582774
" ",28.04364579,3715.0,3895.4053478093992,3173.8725249272247,-442.60534780939923," "," "," "," "," ",-2.959852008659431
" ",28.06990636,3854.0,3851.654030182436,3164.088519457081,-259.85403018243613," "," "," "," "," ",0.03778910129875619
" ",28.09616692,3803.0,3810.275982545128,3154.3217425294783,-269.47598254512803," "," "," "," "," ",-0.11798545968627022
" ",28.12242749,3695.0,3771.0664985354015,3144.5724056800755,-338.26649853540147," "," "," "," "," ",-1.2513713327621345
" ",28.14868805,3689.0,3733.842469125003,3134.840748499445,-307.0424691250029," "," "," "," "," ",-0.7383039415966389
" ",28.17494862,3716.0,3698.4353523637974,3125.1270085913993,-244.63535236379738," "," "," "," "," ",0.2881386960380997
" ",28.20120918,3569.0,3664.6978907817256,3115.431450875899,-357.8978907817256," "," "," "," "," ",-1.6018767308722435
" ",28.22746975,3647.0,3632.495620187321,3105.7543376533504,-247.69562018732103," "," "," "," "," ",0.24017692436562327
" ",28.25373031,3608.0,3601.7053987941918,3096.0959577953336,-255.90539879419174," "," "," "," "," ",0.10479364675208594
" ",28.27999088,3523.0,3572.2174297897604,3086.456596918741,-311.41742978976043," "," "," "," "," ",-0.8292063302605515
" ",28.30625144,3414.0,3543.9339402072437,3076.836566461665,-392.1339402072437," "," "," "," "," ",-2.2237750197223973
" ",28.332512010000002,3386.0,3516.7634120018442,3067.2361739714356,-392.96341200184423," "," "," "," "," ",-2.2472053905167493
" ",28.35877257,3465.0,3490.622593584485,3057.655752062841,-287.822593584485," "," "," "," "," ",-0.43528275904648817
" ",28.38503314,3349.0,3465.439976517673,3048.0956288243415,-378.6399765176731," "," "," "," "," ",-2.012076722582674
" ",28.4112937,3381.0,3441.145731458195,3038.556156655426,-322.34573145819485," "," "," "," "," ",-1.0343850280137856
" ",28.43755427,3308.0,3417.678200524896,3029.0376827956343,-371.87820052489604," "," "," "," "," ",-1.9069423721165966
" ",28.46381483,3436.0,3394.9821201452246,3019.540578037511,-221.1821201452246," "," "," "," "," ",0.6997559949051206
" ",28.490075400000002,3317.0,3373.008435304316,3010.065207383271,-318.2084353043162," "," "," "," "," ",-0.9724800647184587
" ",28.516335960000003,3305.0,3351.7021559285704,3000.611958629662,-308.9021559285704," "," "," "," "," ",-0.8123649938855465
" ",28.54259653,3198.0,3331.025486539002,2991.181213157223,-395.225486539002," "," "," "," "," ",-2.352315806238321
" ",28.56885709,3268.0,3310.937581378138,2981.7733743830913,-305.137581378138," "," "," "," "," ",-0.7510979063188913
" ",28.59511766,3353.0,3291.401477343853,2972.3888386881,-200.601477343853," "," "," "," "," ",1.0637841567507487
" ",28.62137822,3176.0,3272.3844041093666,2963.0280237333186,-358.58440410936663," "," "," "," "," ",-1.710277260563503
" ",28.647638790000002,3106.0,3253.8554921909167,2953.691339530335,-410.0554921909167," "," "," "," "," ",-2.652996866115457
" ",28.673899350000003,3237.0,3235.785227818856,2944.379216617182,-260.9852278188561," "," "," "," "," ",0.021351259143130717
" ",28.70015992,3138.0,3218.1505980830625,2935.0920772772733,-342.3505980830625," "," "," "," "," ",-1.4308045089171482
" ",28.72642048,3165.0,3200.923052035565,2925.8303635701614,-298.12305203556497," "," "," "," "," ",-0.6385374418322167
" ",28.75268105,2986.0,3184.0815040226157,2916.5945087048317,-460.2815040226157," "," "," "," "," ",-3.6249250063211664
" ",28.77894161,3010.0,3167.605794937798,2907.384964920461,-419.80579493779777," "," "," "," "," ",-2.8726911286484644
" ",28.805202180000002,2922.0,3151.4767052178263,2898.202175019896,-491.6767052178263," "," "," "," "," ",-4.2452033668606415
" ",28.831462740000003,3039.0,3135.6758186670313,2889.046600095503,-358.8758186670313," "," "," "," "," ",-1.7536887133755408
" ",28.85772331,3032.0,3120.1871593529195,2879.9186912286805,-350.38715935291947," "," "," "," "," ",-1.6015509220777333
" ",28.88398387,3005.0,3104.995346382689,2870.818917055825,-362.19534638268914," "," "," "," "," ",-1.8241374234590821
" ",28.91024444,3099.0,3090.085572383364,2861.747735639784,-253.28557238336379," "," "," "," "," ",0.16013367550494617
" ",28.936505,2989.0,3075.445067310302,2852.7056218708058,-348.64506731030195," "," "," "," "," ",-1.5811652356588628
" ",28.962765570000002,3065.0,3061.06147499385,2843.693039515954,-258.26147499384996," "," "," "," "," ",0.07114073844773737
" ",28.989026130000003,2977.0,3046.9228363562984,2834.710468449772,-332.12283635629836," "," "," "," "," ",-1.2815324959374736
" ",29.0152867,2962.0,3033.0188381806283,2825.7583768877876,-333.2188381806283," "," "," "," "," ",-1.3049114399633506
" ",29.04154726,2958.0,3019.3394955307685,2816.837248441496,-323.53949553076853," "," "," "," "," ",-1.1278234274160785
" ",29.067807830000003,2963.0,3005.8750551964263,2807.947554542094,-305.07505519642626," "," "," "," "," ",-0.7876601308031512
" ",29.094068390000004,2955.0,2992.617158214735,2799.089781314395,-299.8171582147349," "," "," "," "," ",-0.6920018232320704
" ",29.120328960000002,2986.0,2979.5577018517743,2790.2644021968827,-255.75770185177424," "," "," "," "," ",0.11789514508640729
" ",29.146589520000003,2907.0,2966.68866692167,2781.4719046290784,-321.8886669216701," "," "," "," "," ",-1.1070554283385685
" ",29.17285009,2834.0,2954.003296689766,2772.712762874139,-382.2032966897661," "," "," "," "," ",-2.254204180802085
" ",29.199110649999998,2928.0,2941.4986040224544,2763.9874645141176,-275.6986040224544," "," "," "," "," ",-0.24946138069594986
" ",29.225371220000003,2887.0,2929.1606551489394,2755.296483481231,-304.36065514893943," "," "," "," "," ",-0.7846644106849502
" ",29.251631779999997,2882.0,2916.9875638227536,2746.640306355476,-297.1875638227536," "," "," "," "," ",-0.6517285051390592
" ",29.277892350000002,2828.0,2904.9738674993196,2738.019405610735,-339.17386749931956," "," "," "," "," ",-1.447450121363254
" ",29.30415291,2916.0,2893.1141175851894,2729.4342657091415,-239.31411758518942," "," "," "," "," ",0.42381263731130675
" ",29.33041348,2827.0,2881.403771827274,2720.8853565681347,-316.6037718272739," "," "," "," "," ",-1.0232131372073914
" ",29.356674039999998,2890.0,2869.838330107339,2712.373159446017,-242.03833010733905," "," "," "," "," ",0.3750399915150684
" ",29.382934610000003,2990.0,2858.413209361265,2703.8981406360044,-130.6132093612652," "," "," "," "," ",2.406449233467786
" ",29.409195169999997,2827.0,2847.1265668421383,2695.4607771374267,-282.32656684213833," "," "," "," "," ",-0.37853565861465693
" ",29.435455740000002,2896.0,2835.9709535172524,2687.061530582775,-202.17095351725237," "," "," "," "," ",1.1154809752886587
" ",29.4617163,2691.0,2824.944423203908,2678.7008726889894,-396.14442320390816," "," "," "," "," ",-2.5820686861933453
" ",29.48797687,2724.0,2814.04388191603,2670.37925942348,-352.2438819160299," "," "," "," "," ",-1.7252445394413567
" ",29.514237429999998,2797.0,2803.2662340304005,2662.097156229959,-268.46623403040047," "," "," "," "," ",-0.11848418347981257
" ",29.540498,2775.0,2792.608312891611,2653.855012439312,-279.80831289161114," "," "," "," "," ",-0.334261417959864
" ",29.566758559999997,2708.0,2782.067541465368,2645.6532862645263,-336.26754146536786," "," "," "," "," ",-1.4233234413272915
" ",29.59301913,2648.0,2771.641347436368,2637.4924194621735,-385.84134743636804," "," "," "," "," ",-2.4027287315665706
" ",29.61927969,2667.0,2761.327177436915,2629.3728620910497,-356.527177436915," "," "," "," "," ",-1.8265237942082377
" ",29.645540259999997,2550.0,2751.1225587678823,2621.295047429889,-463.3225587678823," "," "," "," "," ",-3.982820123716604
" ",29.671800819999998,2653.0,2741.025677191563,2613.2594164944494,-350.22567719156285," "," "," "," "," ",-1.7089948349547486
" ",29.69806139,2748.0,2731.0341670826165,2605.266393216996,-245.23416708261647," "," "," "," "," ",0.3236434476509012
" ",29.72432195,2728.0,2721.14627078351,2597.3164087165724,-255.34627078350985," "," "," "," "," ",0.13122142887497718
" ",29.75058252,2681.0,2711.36016021055,2589.409876745691,-292.56016021055," "," "," "," "," ",-0.5863482737126898
" ",29.77684308,2649.0,2701.6740547159534,2581.5472177086594,-314.8740547159534," "," "," "," "," ",-1.0234244089431623
" ",29.803103649999997,2718.0,2692.0861669323244,2573.728834380749,-236.28616693232442," "," "," "," "," ",0.49705783880214094
" ",29.829364209999998,2671.0,2682.5952818136134,2565.9551356695442,-273.79528181361337," "," "," "," "," ",-0.22435944976932432
" ",29.85562478,2658.0,2673.19969382094,2558.2265126117477,-277.39969382093994," "," "," "," "," ",-0.2948202781266384
" ",29.88188534,2646.0,2663.898214125866,2550.5433618726443,-280.09821412586615," "," "," "," "," ",-0.34794834581907896
" ",29.90814591,2552.0,2654.689423554219,2542.906062025481,-364.88942355421904," "," "," "," "," ",-2.0327565956229003
" ",29.93440647,2596.0,2645.572178683962,2535.314996784311,-311.7721786839622," "," "," "," "," ",-0.9729391085620274
" ",29.960667039999997,2511.0,2636.545138693331,2527.7705315707462,-387.74513869333094," "," "," "," "," ",-2.5053969636073345
" ",29.986927599999998,2551.0,2627.607493274303,2520.273036475537,-338.8074932743031," "," "," "," "," ",-1.5167570564981907
" ",30.01318817,2547.0,2618.758063401572,2512.822863117337,-333.95806340157213," "," "," "," "," ",-1.4218580231211952
" ",30.03944873,2576.0,2609.995796493338,2505.4203673285333,-296.1957964933378," "," "," "," "," ",-0.6698110267549263
" ",30.065709299999998,2604.0,2601.319860381671,2498.065886310491,-259.51986038167087," "," "," "," "," ",0.05252147704587337
" ",30.09196986,2487.0,2592.729410535611,2490.759761039268,-367.9294105356109," "," "," "," "," ",-2.1201076565832135
" ",30.118230429999997,2531.0,2584.223439167183,2483.5023137216217,-315.4234391671832," "," "," "," "," ",-1.0579298248890074
" ",30.144490989999998,2600.0,2575.801387560604,2476.293869916429,-238.00138756060386," "," "," "," "," ",0.4745738359972173
" ",30.17075156,2689.0,2567.466285764848,2469.134736295554,-140.66628576484817," "," "," "," "," ",2.343696474242753
" ",30.19701212,2525.0,2559.2095948007895,2462.0252224769624,-296.40959480078953," "," "," "," "," ",-0.6807963832067642
" ",30.223272689999998,2490.0,2551.0741761614513,2454.96561909428,-323.2741761614513," "," "," "," "," ",-1.223933838774252
" ",30.24953325,2466.0,2542.980312518763,2447.95621933781,-339.1803125187632," "," "," "," "," ",-1.550183587041049
" ",30.27579382,2408.0,2534.9667932040343,2440.9972973364806,-389.16679320403426," "," "," "," "," ",-2.5873900625212594
" ",30.30205438,2490.0,2527.033191978727,2434.089129403058,-299.2331919787268," "," "," "," "," ",-0.7421496231200221
" ",30.32831495,2527.0,2519.1789167527295,2427.2319727319536,-254.37891675272948," "," "," "," "," ",0.1555837685598312
" ",30.35457551,2432.0,2511.4033533752213,2420.426086345235,-341.6033533752213," "," "," "," "," ",-1.6101156041600484
" ",30.380836079999998,2449.0,2503.7060917360473,2413.671710109466,-316.90609173604724," "," "," "," "," ",-1.1054555844276244
" ",30.40709664,2501.0,2496.088606445788,2406.9690853792417,-257.28860644578816," "," "," "," "," ",0.09820823140212075
" ",30.43335721,2491.0,2488.566271509599,2400.318434336167,-259.7662715095991," "," "," "," "," ",0.04876242116123012
" ",30.45961777,2457.0,2481.1011204301444,2393.7199803267845,-286.3011204301444," "," "," "," "," ",-0.4862220543529511
" ",30.48587834,2473.0,2473.712484699084,2387.1739275264767,-262.91248469908413," "," "," "," "," ",-0.014327271284415742
" ",30.5121389,2402.0,2466.3998966999275,2380.680480968985,-326.59989669992746," "," "," "," "," ",-1.314009997059744
" ",30.538399469999998,2400.0,2459.163054471985,2374.23982653776,-321.3630544719851," "," "," "," "," ",-1.2076607887823394
" ",30.56466003,2416.0,2452.0015976815207,2367.8521506844277,-298.2015976815207," "," "," "," "," ",-0.7324421159191754
" ",30.5909206,2390.0,2444.915094346803,2361.5176207499226,-317.115094346803," "," "," "," "," ",-1.1232923101400552
" ",30.61718116,2345.0,2437.9032943154025,2355.2364043694843,-355.1032943154025," "," "," "," "," ",-1.9184906683999754
" ",30.64344173,2368.0,2430.965869842283,2349.008650125656,-325.16586984228314," "," "," "," "," ",-1.29394066105415
" ",30.66970229,2405.0,2424.102440765635,2342.834506637575,-281.302440765635," "," "," "," "," ",-0.3895214016728202
" ",30.695962859999998,2316.0,2417.312762639499,2336.7141035477243,-363.51276263949893," "," "," "," "," ",-2.105207349259003
" ",30.72222342,2521.0,2410.5965658055425,2330.6475702935054,-151.79656580554246," "," "," "," "," ",2.198852808023108
" ",30.74848399,2429.0,2403.953493350702,2324.635017429384,-237.15349335070204," "," "," "," "," ",0.5081985306671493
" ",30.77474455,2330.0,2397.383343153725,2318.676555078947,-329.583343153725," "," "," "," "," ",-1.3959651927139172
" ",30.80100512,2426.0,2390.887289188867,2312.7722745938,-227.0872891888668," "," "," "," "," ",0.7128841602553805
" ",30.82726568,2371.0,2384.4621498696915,2306.922266684601,-275.6621498696915," "," "," "," "," ",-0.27647040374747595
" ",30.85352625,2357.0,2378.1091723825,2301.126603417847,-283.3091723825002," "," "," "," "," ",-0.4348018853407032
" ",30.87978681,2489.0,2371.828126719004,2295.3853560245343,-145.0281267190041," "," "," "," "," ",2.348610091457546
" ",30.90604738,2373.0,2365.618752869315,2289.698577235718,-254.8187528693149," "," "," "," "," ",0.1515238077724471
" ",30.93230794,2404.0,2359.4807758223105,2284.0663187677346,-217.68077582231052," "," "," "," "," ",0.9079885103124159
" ",30.95856851,2272.0,2353.4140891713005,2278.488613997176,-343.61408917130046," "," "," "," "," ",-1.708029653801404
" ",30.98482907,2409.0,2347.418382519348,2272.9654951217976,-200.61838251934813," "," "," "," "," ",1.2546791749743893
" ",31.01108964,2348.0,2341.4934972659144,2267.4969761753205,-255.69349726591435," "," "," "," "," ",0.13427605341466023
" ",31.037350200000002,2358.0,2335.639963442357,2262.0830698633936,-239.83996344235692," "," "," "," "," ",0.46046922556252157
" ",31.06361077,2303.0,2329.856129381912,2256.723770918373,-289.05612938191206," "," "," "," "," ",-0.5596241572162907
" ",31.08987133,2295.0,2324.1424645400366,2251.4190726099296,-291.3424645400366," "," "," "," "," ",-0.6083239766385901
" ",31.1161319,2348.0,2318.4988853931823,2246.1689504397614,-232.69888539318225," "," "," "," "," ",0.6088206526042059
" ",31.14239246,2334.0,2312.925135586857,2240.973378326637,-241.12513558685686," "," "," "," "," ",0.4362288318859957
" ",31.16865303,2336.0,2307.4210751709925,2235.8323126407213,-233.62107517099247," "," "," "," "," ",0.5913021606680865
" ",31.194913590000002,2306.0,2301.9865196422884,2230.745708063126,-258.1865196422884," "," "," "," "," ",0.08357790653117661
" ",31.22117416,2344.0,2296.621312961491,2225.7135019592674,-214.82131296149117," "," "," "," "," ",0.9785977556919557
" ",31.24743472,2299.0,2291.3252333900523,2220.735629913244,-254.52523339005228," "," "," "," "," ",0.16006474800199147
" ",31.27369529,2348.0,2286.0982106055703,2215.812010439385,-200.29821060557032," "," "," "," "," ",1.2774801331667403
" ",31.29995585,2341.0,2280.94002641736,2210.9425601919793,-202.14002641736005," "," "," "," "," ",1.2413219258148807
" ",31.32621642,2292.0,2275.8505769234325,2206.1271790140017,-246.05057692343252," "," "," "," "," ",0.33732591249485555
" ",31.352476980000002,2284.0,2270.829683883583,2201.3657648229,-249.02968388358312," "," "," "," "," ",0.27558028536368956
" ",31.37873755,2271.0,2265.877241907935,2196.6581989952565,-257.07724190793505," "," "," "," "," ",0.10749673732237054
" ",31.40499811,2246.0,2260.993057992726,2192.004360929577,-277.19305799272587," "," "," "," "," ",-0.31636275504843586
" ",31.43125868,2274.0,2256.1770859124376,2187.404113765399,-244.37708591243762," "," "," "," "," ",0.37375196455201193
" ",31.45751924,2249.0,2251.4291615211373,2182.857318624269,-264.6291615211373," "," "," "," "," ",-0.051222605264412274
" ",31.48377981,2220.0,2246.749186546212,2178.3638206615483,-288.94918654621205," "," "," "," "," ",-0.5677198663640616
" ",31.510040370000002,2208.0,2242.137062593408,2173.92346298702,-296.3370625934078," "," "," "," "," ",-0.7264849445365459
" ",31.53630094,2231.0,2237.5926943696563,2169.5360730474226,-268.7926943696563," "," "," "," "," ",-0.13957677356107318
" ",31.5625615,2353.0,2233.115938309367,2165.2014762282975,-142.3159383093668," "," "," "," "," ",2.4714423705085933
" ",31.588822070000003,2182.0,2228.706800530383,2160.919482565087,-308.9068005303831," "," "," "," "," ",-0.9998911953599287
" ",31.615082630000003,2229.0,2224.365193041621,2156.68990002808,-257.56519304162083," "," "," "," "," ",0.09816950740766187
" ",31.6413432,2201.0,2220.09100413797,2152.512521559665,-281.29100413796976," "," "," "," "," ",-0.40692910610519656
" ",31.667603760000002,2150.0,2215.8842294618626,2148.3871380443998,-328.08422946186255," "," "," "," "," ",-1.4208958492806338
" ",31.69386433,2274.0,2211.7448546735513,2144.3135256698706,-199.94485467355133," "," "," "," "," ",1.305509455688205
" ",31.72012489,2268.0,2207.672810202326,2140.2914585841136,-201.8728102023262," "," "," "," "," ",1.2667519060049772
" ",31.746385460000003,2207.0,2203.6681155251094,2136.3206965772365,-258.86811552510943," "," "," "," "," ",0.07092327219246991
" ",31.772646020000003,2232.0,2199.7308039729796,2132.4009974287146,-229.93080397297962," "," "," "," "," ",0.6830320024662656
" ",31.79890659,2230.0,2195.8608587536073,2128.532104906735,-228.0608587536073," "," "," "," "," ",0.7229365116684694
" ",31.825167150000002,2217.0,2192.0583559969236,2124.7137608080084,-237.25835599692363," "," "," "," "," ",0.5297149546849883
" ",31.85142772,2292.0,2188.3233665822067,2120.94569327163,-158.52336658220673," "," "," "," "," ",2.1655767395676615
" ",31.87768828,2235.0,2184.655927226917,2117.227628514267,-211.8559272269169," "," "," "," "," ",1.064901844427954
" ",31.903948850000003,2123.0,2181.0562004627855,2113.5592794551476,-320.25620046278544," "," "," "," "," ",-1.2600089031724062
" ",31.930209410000003,2175.0,2177.5243334295096,2109.9403571496528,-264.7243334295096," "," "," "," "," ",-0.05412739054582481
" ",31.95646998,2116.0,2174.0604122401346,2106.370559721814,-320.2604122401346," "," "," "," "," ",-1.262182874785535
" ",31.98273054,2199.0,2170.6699741808447,2102.8495834995742,-233.86997418084474," "," "," "," "," ",0.6041355035494741
" ",32.008991110000004,2245.0,2167.3426657549676,2099.3771122510184,-184.54266575496757," "," "," "," "," ",1.6389824580231107
" ",32.03525167,2138.0,2164.084033221994,2095.952828024687,-288.2840332219941," "," "," "," "," ",-0.5641192178068816
" ",32.06151224,2123.0,2160.894353795192,2092.576400685596,-300.0943537951918," "," "," "," "," ",-0.8224310716391636
" ",32.087772799999996,2077.0,2157.7740005694714,2089.2474984642095,-342.97400056947134," "," "," "," "," ",-1.7723657512487376
" ",32.11403337,2202.0,2154.7232761178348,2085.9657777880966,-214.92327611783475," "," "," "," "," ",1.0074852923094721
" ",32.14029393,2124.0,2151.742675786625,2082.7308935433302,-289.9426757866251," "," "," "," "," ",-0.6019647977561923
" ",32.166554500000004,2202.0,2148.832650499722,2079.5424891974963,-209.03265049972214," "," "," "," "," ",1.1330168051854874
" ",32.19281506,2131.0,2145.9937517095445,2076.400206777433,-277.19375170954453," "," "," "," "," ",-0.32480191844578216
" ",32.21907563,2147.0,2143.229225664638,2073.3036772791293,-258.42922566463784," "," "," "," "," ",0.08137940751085049
" ",32.245336189999996,2178.0,2140.534400935865,2070.2525303659186,-224.73440093586504," "," "," "," "," ",0.8027933002647697
" ",32.27159676,2184.0,2137.9126931554624,2067.2463850606277,-216.1126931554624," "," "," "," "," ",0.9861773221882488
" ",32.29785732,2195.0,2135.364883034488,2064.2848591684865,-202.56488303448776," "," "," "," "," ",1.272872236930038
" ",32.324117890000004,2158.0,2132.891864688006,2061.3675602467715,-237.09186468800607," "," "," "," "," ",0.5404913358356918
" ",32.35037845,2183.0,2130.494678682681,2058.494094756785,-209.69467868268083," "," "," "," "," ",1.1237674498008128
" ",32.37663902,2110.0,2128.1743158194163,2055.6640593061325,-280.37431581941627," "," "," "," "," ",-0.39565517083664703
" ",32.402899579999996,2100.0,2125.932037430213,2052.877049534299,-288.13203743021285," "," "," "," "," ",-0.565883449131301
" ",32.42916015,2127.0,2123.7691616882134,2050.132651622515,-258.96916168821343," "," "," "," "," ",0.07005376503703227
" ",32.45542071,2203.0,2121.687091305106,2047.4304509176109,-180.88709130510614," "," "," "," "," ",1.7324162407966437
" ",32.48168128,2062.0,2119.6873992321903,2044.770023704286,-319.88739923219026," "," "," "," "," ",-1.2703887254731199
" ",32.50794184,2092.0,2117.7719069317272,2042.1509455720543,-287.97190693172723," "," "," "," "," ",-0.5634633974242957
" ",32.53420241,2065.0,2115.942407182732,2039.572783444653,-313.14240718273203," "," "," "," "," ",-1.1210356802531292
" ",32.560462969999996,2124.0,2114.2010486349545,2037.0351036949808,-252.40104863495452," "," "," "," "," ",0.21261913674261068
" ",32.58672354,2186.0,2112.550157446244,2034.537464426224,-188.75015744624415," "," "," "," "," ",1.5709623961647954
" ",32.6129841,2158.0,2110.9921849083808,2032.0794233398815,-215.19218490838074," "," "," "," "," ",1.0119157180680656
