"Instparm: Type","PNC"
"Instparm: Lam",  1.909000
"Instparm: Zero", -0.001000
"Instparm: Polariz.",      0.00
"Instparm: U",    354.03
"Instparm: V",   -760.40
"Instparm: W",    651.59
"Instparm: X",      0.00
"Instparm: Y",      0.00
"Instparm: Z",      0.00
"Instparm: SH/L",      0.00
"Instparm: Azimuth",      0.00
"Instparm: Source"," "
"Instparm: Bank",      1.00
"Samparm: InstrName",
"Samparm: Scale",   7113.31
"Samparm: Type",Debye-Scherrer
"Samparm: DisplaceX",      0.00
"Samparm: DisplaceY",      0.00
"Samparm: Temperature",    300.00
"Samparm: Pressure",      0.10
"Samparm: Time",      0.00
"Samparm: Gonio. radius",    200.00
"Samparm: Omega",      0.00
"Samparm: Chi",      0.00
"Samparm: Phi",      0.00
"Samparm: Azimuth",      0.00
"x","y_obs","weight","y_calc","y_bkg","Q"
33.85,257,0.0194553,239.806,211.782,1.91641
33.9,242,0.0206612,231.585,211.81,1.91916
33.95,246,0.0203252,228.326,211.837,1.9219
34,263,0.0190114,228.923,211.864,1.92465
34.05,271,0.0184502,232.849,211.892,1.9274
34.1,281,0.0177936,239.946,211.919,1.93014
34.15,302,0.0165563,250.16,211.947,1.93289
34.2,309,0.0161812,263.26,211.974,1.93563
34.25,335,0.0149254,278.619,212.001,1.93838
34.3,342,0.0146199,295.085,212.029,1.94112
34.35,345,0.0144928,311.015,212.056,1.94387
34.4,356,0.0140449,324.456,212.083,1.94661
34.45,351,0.014245,333.485,212.11,1.94936
34.5,341,0.0146628,336.651,212.138,1.9521
34.55,334,0.0149701,333.4,212.165,1.95484
34.6,321,0.0155763,324.273,212.192,1.95758
34.65,286,0.0174825,310.712,212.219,1.96033
34.7,268,0.0186567,294.629,212.246,1.96307
34.75,256,0.0195312,277.965,212.274,1.96581
34.8,238,0.0210084,262.346,212.301,1.96855
34.85,229,0.0218341,248.875,212.328,1.97129
34.9,218,0.0229358,238.084,212.355,1.97403
34.95,223,0.0224215,230.009,212.382,1.97677
35,216,0.0231481,224.341,212.409,1.97951
35.05,203,0.0246305,220.596,212.436,1.98225
35.1,203,0.0246305,218.263,212.463,1.98499
35.15,194,0.0257732,216.891,212.49,1.98773
35.2,205,0.0243902,216.128,212.517,1.99046
35.25,196,0.0255102,215.732,212.544,1.9932
35.3,193,0.0259067,215.544,212.57,1.99594
35.35,206,0.0242718,215.471,212.597,1.99868
35.4,201,0.0248756,215.464,212.624,2.00141
35.45,201,0.0248756,215.494,212.651,2.00415
35.5,201,0.0248756,215.55,212.678,2.00688
35.55,200,0.025,215.625,212.705,2.00962
35.6,194,0.0257732,215.719,212.731,2.01235
35.65,196,0.0255102,215.83,212.758,2.01509
35.7,203,0.0246305,215.96,212.785,2.01782
35.75,195,0.025641,216.109,212.812,2.02056
35.8,196,0.0255102,216.281,212.838,2.02329
35.85,211,0.0236967,216.477,212.865,2.02602
35.9,216,0.0231481,216.702,212.892,2.02876
35.95,207,0.0241546,216.961,212.918,2.03149
36,215,0.0232558,217.265,212.945,2.03422
36.05,221,0.0226244,217.63,212.971,2.03695
36.1,237,0.0253165,218.094,212.998,2.03968
36.15,248,0.0241935,218.736,213.024,2.04241
36.2,261,0.0229885,219.714,213.051,2.04514
36.25,279,0.0215054,221.346,213.077,2.04787
36.3,319,0.0188088,224.226,213.104,2.0506
36.35,337,0.0178042,229.394,213.13,2.05333
36.4,364,0.0164835,238.541,213.157,2.05606
36.45,423,0.0141844,254.197,213.183,2.05879
36.5,489,0.0122699,279.798,213.209,2.06152
36.55,557,0.010772,319.497,213.236,2.06424
36.6,630,0.00952381,377.572,213.262,2.06697
36.65,729,0.00823045,457.371,213.289,2.0697
36.7,822,0.00729927,559.903,213.315,2.07243
36.75,943,0.00636267,682.404,213.341,2.07515
36.8,1059,0.00566572,817.372,213.367,2.07788
36.85,1196,0.00501672,952.57,213.394,2.0806
36.9,1235,0.0048583,1072.31,213.42,2.08333
36.95,1220,0.00491803,1159.99,213.446,2.08605
37,1209,0.00496278,1201.74,213.472,2.08878
37.05,1128,0.00531915,1190.35,213.498,2.0915
37.1,1001,0.00599401,1127.84,213.524,2.09422
37.15,864,0.00694444,1024.68,213.551,2.09694
37.2,729,0.00823045,896.406,213.577,2.09967
37.25,601,0.00998336,759.61,213.603,2.10239
37.3,496,0.0120968,628.759,213.629,2.10511
37.35,418,0.0143541,514.161,213.655,2.10783
37.4,355,0.0169014,421.245,213.681,2.11055
37.45,313,0.0191693,351.016,213.707,2.11327
37.5,263,0.0228137,301.289,213.733,2.11599
37.55,246,0.0243902,268.167,213.759,2.11871
37.6,226,0.0265487,247.323,213.785,2.12143
37.65,214,0.0280374,234.862,213.81,2.12415
37.7,222,0.027027,227.725,213.836,2.12687
37.75,222,0.027027,223.757,213.862,2.12959
37.8,211,0.028436,221.569,213.888,2.1323
37.85,211,0.028436,220.333,213.914,2.13502
37.9,202,0.029703,219.592,213.94,2.13774
37.95,198,0.030303,219.106,213.965,2.14046
38,192,0.03125,218.758,213.991,2.14317
38.05,193,0.0310881,218.489,214.017,2.14589
38.1,196,0.0306122,218.274,214.042,2.1486
38.15,201,0.0298507,218.097,214.068,2.15132
38.2,203,0.0295567,217.953,214.094,2.15403
38.25,203,0.0295567,217.835,214.119,2.15674
38.3,201,0.0298507,217.741,214.145,2.15946
38.35,198,0.030303,217.668,214.171,2.16217
38.4,196,0.0306122,217.614,214.196,2.16488
38.45,206,0.0291262,217.576,214.222,2.1676
38.5,210,0.0285714,217.555,214.247,2.17031
38.55,197,0.0304569,217.549,214.273,2.17302
38.6,204,0.0294118,217.557,214.298,2.17573
38.65,200,0.03,217.579,214.324,2.17844
38.7,205,0.0292683,217.614,214.349,2.18115
38.75,196,0.0306122,217.663,214.375,2.18386
38.8,195,0.0307692,217.726,214.4,2.18657
38.85,205,0.0292683,217.803,214.425,2.18928
38.9,204,0.0294118,217.895,214.451,2.19199
38.95,200,0.03,218.003,214.476,2.1947
39,203,0.0295567,218.128,214.501,2.1974
39.05,208,0.0288462,218.271,214.527,2.20011
39.1,207,0.0289855,218.435,214.552,2.20282
39.15,202,0.029703,218.621,214.577,2.20552
39.2,203,0.0295567,218.833,214.603,2.20823
39.25,198,0.030303,219.075,214.628,2.21094
39.3,204,0.0294118,219.351,214.653,2.21364
39.35,210,0.0285714,219.668,214.678,2.21635
39.4,216,0.0277778,220.037,214.703,2.21905
39.45,210,0.0285714,220.482,214.728,2.22175
39.5,229,0.0262009,221.044,214.754,2.22446
39.55,239,0.0251046,221.817,214.779,2.22716
39.6,247,0.0242915,222.992,214.804,2.22986
39.65,278,0.0215827,224.947,214.829,2.23257
39.7,302,0.0198675,228.394,214.854,2.23527
39.75,324,0.0185185,234.576,214.879,2.23797
39.8,371,0.0161725,245.51,214.904,2.24067
39.85,420,0.0142857,264.184,214.929,2.24337
39.9,465,0.0129032,294.601,214.954,2.24607
39.95,538,0.0111524,341.481,214.979,2.24877
40,630,0.00952381,409.475,215.003,2.25147
40.05,739,0.00811908,501.844,215.028,2.25417
40.1,851,0.00705053,618.792,215.053,2.25687
40.15,976,0.00614754,755.895,215.078,2.25956
40.2,1076,0.00557621,903.239,215.103,2.26226
40.25,1161,0.00516796,1045.81,215.128,2.26496
40.3,1222,0.00490998,1165.41,215.152,2.26766
40.35,1227,0.00488998,1243.97,215.177,2.27035
40.4,1187,0.00505476,1268.11,215.202,2.27305
40.45,1096,0.00547445,1233.43,215.227,2.27574
40.5,964,0.00622407,1146.3,215.251,2.27844
40.55,833,0.00720288,1021.38,215.276,2.28113
40.6,708,0.00847458,877.136,215.301,2.28383
40.65,587,0.0102215,731.493,215.325,2.28652
40.7,512,0.0117188,598.822,215.35,2.28921
40.75,436,0.0137615,488.389,215.374,2.29191
40.8,391,0.0153453,404.335,215.399,2.2946
40.85,384,0.015625,346.83,215.423,2.29729
40.9,370,0.0162162,313.796,215.448,2.29998
40.95,391,0.0153453,302.519,215.472,2.30267
41,419,0.0143198,310.702,215.497,2.30536
41.05,448,0.0133929,336.703,215.521,2.30805
41.1,490,0.0122449,379.131,215.546,2.31074
41.15,567,0.010582,435.958,215.57,2.31343
41.2,626,0.00958466,503.624,215.595,2.31612
41.25,687,0.00873362,576.479,215.619,2.31881
41.3,735,0.00816327,646.853,215.643,2.3215
41.35,780,0.00769231,705.877,215.668,2.32418
41.4,782,0.00767263,745.054,215.692,2.32687
41.45,745,0.00805369,758.356,215.716,2.32956
41.5,721,0.00832178,743.971,215.74,2.33224
41.55,662,0.00906344,704.594,215.765,2.33493
41.6,595,0.010084,646.322,215.789,2.33762
41.65,527,0.0113852,577.086,215.813,2.3403
41.7,446,0.0134529,505.022,215.837,2.34298
41.75,393,0.0152672,437.023,215.861,2.34567
41.8,335,0.0179104,377.822,215.886,2.34835
41.85,301,0.0199336,329.771,215.91,2.35104
41.9,276,0.0217391,293.169,215.934,2.35372
41.95,251,0.0278884,266.878,215.958,2.3564
42,242,0.0289256,249.003,215.982,2.35908
42.05,229,0.0305677,237.462,216.006,2.36176
42.1,209,0.0334928,230.366,216.03,2.36444
42.15,215,0.0325581,226.214,216.054,2.36712
42.2,218,0.0321101,223.93,216.078,2.3698
42.25,214,0.0327103,222.821,216.102,2.37248
42.3,209,0.0334928,222.484,216.126,2.37516
42.35,208,0.0336538,222.707,216.15,2.37784
42.4,212,0.0330189,223.391,216.174,2.38052
42.45,210,0.0333333,224.468,216.197,2.3832
42.5,209,0.0334928,225.858,216.221,2.38587
42.55,210,0.0333333,227.431,216.245,2.38855
42.6,205,0.0341463,229.001,216.269,2.39123
42.65,209,0.0334928,230.344,216.293,2.3939
42.7,211,0.0331754,231.231,216.316,2.39658
42.75,211,0.0331754,231.486,216.34,2.39925
42.8,216,0.0324074,231.04,216.364,2.40193
42.85,205,0.0341463,229.959,216.387,2.4046
42.9,204,0.0343137,228.416,216.411,2.40727
42.95,202,0.0346535,226.635,216.435,2.40995
43,201,0.0348259,224.834,216.458,2.41262
43.05,200,0.035,223.188,216.482,2.41529
43.1,207,0.0338164,221.805,216.506,2.41796
43.15,205,0.0341463,220.728,216.529,2.42064
43.2,202,0.0346535,219.945,216.553,2.42331
43.25,209,0.0334928,219.411,216.576,2.42598
43.3,202,0.0346535,219.067,216.6,2.42865
43.35,203,0.0344828,218.859,216.623,2.43132
43.4,206,0.0339806,218.736,216.647,2.43398
43.45,206,0.0339806,218.668,216.67,2.43665
43.5,200,0.035,218.631,216.693,2.43932
43.55,194,0.0360825,218.612,216.717,2.44199
43.6,199,0.0351759,218.604,216.74,2.44466
43.65,204,0.0343137,218.603,216.764,2.44732
43.7,205,0.0341463,218.606,216.787,2.44999
43.75,210,0.0333333,218.613,216.81,2.45265
43.8,207,0.0338164,218.623,216.834,2.45532
43.85,205,0.0341463,218.637,216.857,2.45798
43.9,210,0.0333333,218.653,216.88,2.46065
43.95,204,0.0343137,218.671,216.903,2.46331
44,203,0.0344828,218.693,216.926,2.46598
44.05,202,0.0346535,218.716,216.95,2.46864
44.1,205,0.0341463,218.743,216.973,2.4713
44.15,201,0.0348259,218.771,216.996,2.47396
44.2,201,0.0348259,218.803,217.019,2.47662
44.25,207,0.0338164,218.839,217.042,2.47928
44.3,197,0.035533,218.875,217.065,2.48195
44.35,198,0.0353535,218.914,217.088,2.48461
44.4,203,0.0344828,218.956,217.111,2.48727
44.45,209,0.0334928,219.001,217.134,2.48992
44.5,209,0.0334928,219.048,217.157,2.49258
44.55,208,0.0336538,219.1,217.18,2.49524
44.6,204,0.0343137,219.155,217.203,2.4979
44.65,209,0.0334928,219.212,217.226,2.50056
44.7,199,0.0351759,219.274,217.249,2.50321
44.75,204,0.0343137,219.34,217.272,2.50587
44.8,206,0.0339806,219.41,217.295,2.50852
44.85,201,0.0348259,219.485,217.318,2.51118
44.9,205,0.0341463,219.566,217.34,2.51383
44.95,202,0.0346535,219.652,217.363,2.51649
45,204,0.0343137,219.745,217.386,2.51914
45.05,198,0.0353535,219.845,217.409,2.5218
45.1,198,0.0353535,219.953,217.431,2.52445
45.15,213,0.0328638,220.07,217.454,2.5271
45.2,210,0.0333333,220.198,217.477,2.52975
45.25,212,0.0330189,220.337,217.5,2.5324
45.3,214,0.0327103,220.489,217.522,2.53506
45.35,215,0.0325581,220.656,217.545,2.53771
45.4,217,0.0322581,220.84,217.567,2.54036
45.45,210,0.0333333,221.043,217.59,2.54301
45.5,214,0.0327103,221.27,217.613,2.54565
45.55,215,0.0325581,221.525,217.635,2.5483
45.6,215,0.0325581,221.813,217.658,2.55095
45.65,215,0.0325581,222.143,217.68,2.5536
45.7,217,0.0322581,222.534,217.703,2.55625
45.75,222,0.0315315,223.017,217.725,2.55889
45.8,231,0.030303,223.663,217.747,2.56154
45.85,247,0.0283401,224.62,217.77,2.56418
45.9,252,0.0277778,226.184,217.792,2.56683
45.95,273,0.025641,228.919,217.815,2.56947
46,304,0.0230263,233.822,217.837,2.57212
46.05,332,0.0210843,242.518,217.859,2.57476
46.1,366,0.0191257,257.424,217.882,2.5774
46.15,408,0.0171569,281.767,217.904,2.58005
46.2,463,0.0151188,319.3,217.926,2.58269
46.25,532,0.0131579,373.606,217.948,2.58533
46.3,619,0.0113086,446.968,217.971,2.58797
46.35,734,0.00953678,538.992,217.993,2.59061
46.4,828,0.00845411,645.395,218.015,2.59325
46.45,944,0.00741525,757.468,218.037,2.59589
46.5,1003,0.00697906,862.629,218.059,2.59853
46.55,1055,0.00663507,946.247,218.081,2.60117
46.6,1070,0.00654206,994.748,218.104,2.60381
46.65,1018,0.00687623,999.548,218.126,2.60645
46.7,944,0.00741525,960.043,218.148,2.60908
46.75,833,0.00840336,883.6,218.17,2.61172
46.8,725,0.00965517,782.866,218.192,2.61436
46.85,633,0.0110585,672.233,218.214,2.61699
46.9,507,0.0138067,564.689,218.236,2.61963
46.95,445,0.0157303,469.716,218.258,2.62226
47,379,0.0184697,392.481,218.28,2.6249
47.05,347,0.0201729,334.192,218.301,2.62753
47.1,316,0.0221519,293.209,218.323,2.63016
47.15,282,0.0248227,266.388,218.345,2.6328
47.2,267,0.0262172,250.277,218.367,2.63543
47.25,269,0.0260223,241.909,218.389,2.63806
47.3,281,0.024911,239.183,218.411,2.64069
47.35,288,0.0243056,240.894,218.432,2.64332
47.4,300,0.0233333,246.524,218.454,2.64595
47.45,327,0.0214067,255.906,218.476,2.64858
47.5,346,0.0202312,268.831,218.498,2.65121
47.55,380,0.0184211,284.689,218.519,2.65384
47.6,400,0.0175,302.239,218.541,2.65647
47.65,430,0.0162791,319.566,218.563,2.6591
47.7,453,0.0154525,334.286,218.584,2.66172
47.75,459,0.0152505,343.976,218.606,2.66435
47.8,451,0.0155211,346.797,218.628,2.66698
47.85,427,0.0163934,342.157,218.649,2.6696
47.9,402,0.0174129,330.955,218.671,2.67223
47.95,375,0.0186667,315.207,218.692,2.67485
48,344,0.0203488,297.364,218.714,2.67748
48.05,309,0.0226537,279.707,218.735,2.6801
48.1,277,0.0252708,263.958,218.757,2.68272
48.15,265,0.0301887,251.102,218.778,2.68535
48.2,246,0.0325203,241.414,218.799,2.68797
48.25,246,0.0325203,234.64,218.821,2.69059
48.3,230,0.0347826,230.231,218.842,2.69321
48.35,223,0.0358744,227.561,218.864,2.69583
48.4,227,0.0352423,226.062,218.885,2.69845
48.45,225,0.0355556,225.299,218.906,2.70107
48.5,217,0.0368664,224.973,218.928,2.70369
48.55,217,0.0368664,224.9,218.949,2.70631
48.6,223,0.0358744,224.978,218.97,2.70893
48.65,223,0.0358744,225.161,218.991,2.71154
48.7,220,0.0363636,225.44,219.012,2.71416
48.75,223,0.0358744,225.846,219.034,2.71678
48.8,226,0.0353982,226.463,219.055,2.71939
48.85,248,0.0322581,227.477,219.076,2.72201
48.9,258,0.0310078,229.253,219.097,2.72462
48.95,274,0.0291971,232.457,219.118,2.72724
49,297,0.026936,238.202,219.139,2.72985
49.05,324,0.0246914,248.181,219.16,2.73247
49.1,355,0.0225352,264.699,219.181,2.73508
49.15,393,0.0203562,290.487,219.202,2.73769
49.2,458,0.0174672,328.195,219.223,2.7403
49.25,528,0.0151515,379.534,219.244,2.74291
49.3,589,0.0135823,444.218,219.265,2.74553
49.35,688,0.0116279,519.025,219.286,2.74814
49.4,781,0.0102433,597.394,219.307,2.75074
49.45,840,0.00952381,669.885,219.328,2.75335
49.5,876,0.00913242,725.634,219.349,2.75596
49.55,874,0.00915332,754.78,219.37,2.75857
49.6,832,0.00961538,751.576,219.391,2.76118
49.65,765,0.0104575,716.756,219.411,2.76379
49.7,682,0.0117302,657.229,219.432,2.76639
49.75,613,0.0130506,583.389,219.453,2.769
49.8,524,0.0152672,506.124,219.474,2.7716
49.85,455,0.0175824,434.649,219.494,2.77421
49.9,408,0.0196078,375.355,219.515,2.77681
49.95,384,0.0208333,331.654,219.536,2.77942
50,366,0.0218579,304.625,219.556,2.78202
50.05,375,0.0213333,294.007,219.577,2.78462
50.1,392,0.0204082,299.086,219.598,2.78723
50.15,426,0.0187793,319.062,219.618,2.78983
50.2,470,0.0170213,352.819,219.639,2.79243
50.25,519,0.0154143,398.283,219.659,2.79503
50.3,588,0.0136054,451.704,219.68,2.79763
50.35,639,0.0125196,507.314,219.7,2.80023
50.4,681,0.0117474,557.64,219.721,2.80283
50.45,704,0.0113636,594.585,219.741,2.80543
50.5,693,0.011544,611.259,219.762,2.80803
50.55,650,0.0123077,604.246,219.782,2.81062
50.6,600,0.0133333,575.039,219.803,2.81322
50.65,540,0.0148148,529.357,219.823,2.81582
50.7,478,0.0167364,474.977,219.843,2.81841
50.75,412,0.0194175,419.602,219.864,2.82101
50.8,376,0.0212766,369.406,219.884,2.8236
50.85,345,0.0231884,328.349,219.904,2.8262
50.9,330,0.0242424,298.245,219.925,2.82879
50.95,337,0.0237389,279.441,219.945,2.83138
51,350,0.0228571,271.815,219.965,2.83398
51.05,383,0.0208877,275.742,219.985,2.83657
51.1,426,0.0187793,292.746,220.005,2.83916
51.15,493,0.0162272,325.589,220.026,2.84175
51.2,571,0.0140105,377.671,220.046,2.84434
51.25,676,0.0118343,451.728,220.066,2.84693
51.3,803,0.00996264,548.041,220.086,2.84952
51.35,920,0.00869565,662.676,220.106,2.85211
51.4,1071,0.00746965,786.435,220.126,2.8547
51.45,1183,0.00676247,905.152,220.146,2.85729
51.5,1247,0.0064154,1001.63,220.166,2.85987
51.55,1255,0.0063745,1059.26,220.186,2.86246
51.6,1251,0.00639488,1067.12,220.206,2.86505
51.65,1183,0.00676247,1024.69,220.226,2.86763
51.7,1068,0.00749064,942.701,220.246,2.87022
51.75,945,0.00846561,839.608,220.266,2.8728
51.8,861,0.00929152,736.889,220.286,2.87539
51.85,811,0.00986436,655.483,220.306,2.87797
51.9,813,0.0098401,613.428,220.326,2.88055
51.95,872,0.00917431,624.285,220.345,2.88313
52,969,0.00825593,695.861,220.365,2.88572
52.05,1120,0.00714286,828.73,220.385,2.8883
52.1,1309,0.00611154,1014.55,220.405,2.89088
52.15,1527,0.00523903,1234.88,220.424,2.89346
52.2,1706,0.00468933,1461.63,220.444,2.89604
52.25,1856,0.00431034,1660.01,220.464,2.89862
52.3,1888,0.00423729,1794.41,220.484,2.9012
52.35,1837,0.00435493,1837.25,220.503,2.90377
52.4,1713,0.00467017,1778.72,220.523,2.90635
52.45,1500,0.00533333,1630.9,220.542,2.90893
52.5,1289,0.00620636,1422.16,220.562,2.9115
52.55,1103,0.00725295,1187.02,220.582,2.91408
52.6,904,0.00884956,957.53,220.601,2.91666
52.65,749,0.0106809,757.936,220.621,2.91923
52.7,627,0.0127592,602.53,220.64,2.9218
52.75,568,0.0140845,496.333,220.66,2.92438
52.8,551,0.0145191,437.635,220.679,2.92695
52.85,560,0.0142857,420.845,220.699,2.92952
52.9,586,0.0136519,438.597,220.718,2.93209
52.95,634,0.0126183,482.687,220.737,2.93467
53,691,0.0115774,544.152,220.757,2.93724
53.05,751,0.0106525,613.161,220.776,2.93981
53.1,799,0.0100125,679.33,220.796,2.94238
53.15,792,0.010101,732.764,220.815,2.94495
53.2,820,0.0097561,765.937,220.834,2.94751
53.25,774,0.0103359,775.754,220.853,2.95008
53.3,736,0.0108696,764.144,220.873,2.95265
53.35,680,0.0117647,736.294,220.892,2.95522
53.4,627,0.0127592,697.925,220.911,2.95778
53.45,562,0.0142349,653.353,220.93,2.96035
53.5,514,0.0155642,604.967,220.95,2.96291
53.55,459,0.0174292,554.013,220.969,2.96548
53.6,424,0.0188679,501.87,220.988,2.96804
53.65,362,0.0220994,450.587,221.007,2.97061
53.7,333,0.024024,402.547,221.026,2.97317
53.75,318,0.0251572,359.929,221.045,2.97573
53.8,300,0.0266667,324.3,221.064,2.97829
53.85,287,0.0278746,296.352,221.083,2.98085
53.9,265,0.0301887,275.857,221.102,2.98341
53.95,266,0.0300752,261.864,221.121,2.98597
54,262,0.0305344,253.035,221.14,2.98853
54.05,263,0.0342205,247.987,221.159,2.99109
54.1,255,0.0352941,245.545,221.178,2.99365
54.15,270,0.0333333,244.877,221.197,2.99621
54.2,278,0.0323741,245.551,221.216,2.99877
54.25,289,0.0311419,247.602,221.235,3.00132
54.3,317,0.0283912,251.683,221.253,3.00388
54.35,343,0.0262391,259.37,221.272,3.00643
54.4,400,0.0225,273.665,221.291,3.00899
54.45,468,0.0192308,299.594,221.31,3.01154
54.5,561,0.0160428,344.696,221.328,3.0141
54.55,695,0.0129496,418.952,221.347,3.01665
54.6,873,0.0103093,533.654,221.366,3.0192
54.65,1100,0.00818182,698.775,221.385,3.02175
54.7,1372,0.00655977,918.968,221.403,3.02431
54.75,1660,0.00542169,1189.06,221.422,3.02686
54.8,1954,0.00460594,1490.68,221.44,3.02941
54.85,2224,0.00404676,1791.75,221.459,3.03196
54.9,2400,0.00375,2050.12,221.478,3.03451
54.95,2459,0.00366002,2221.59,221.496,3.03705
55,2435,0.0036961,2272.23,221.515,3.0396
55.05,2245,0.00400891,2191.29,221.533,3.04215
55.1,1986,0.00453172,1996.05,221.552,3.0447
55.15,1671,0.005386,1724.28,221.57,3.04724
55.2,1358,0.00662739,1420.79,221.589,3.04979
55.25,1086,0.00828729,1126.08,221.607,3.05233
55.3,868,0.0103687,869.417,221.625,3.05488
55.35,682,0.0131965,666.529,221.644,3.05742
55.4,578,0.0155709,521.155,221.662,3.05997
55.45,521,0.0172745,429.241,221.681,3.06251
55.5,512,0.0175781,383.841,221.699,3.06505
55.55,537,0.0167598,379.11,221.717,3.06759
55.6,600,0.015,412.45,221.735,3.07013
55.65,704,0.0127841,484.599,221.754,3.07267
55.7,855,0.0105263,597.921,221.772,3.07521
55.75,1032,0.00872093,753.491,221.79,3.07775
55.8,1232,0.00730519,947.791,221.808,3.08029
55.85,1466,0.00613915,1169.96,221.827,3.08283
55.9,1693,0.00531601,1400.6,221.845,3.08537
55.95,1866,0.00482315,1613.12,221.863,3.0879
56,1966,0.00457782,1778.07,221.881,3.09044
56.05,2024,0.00444664,1870.05,221.899,3.09298
56.1,2016,0.00446429,1874.28,221.917,3.09551
56.15,1846,0.00487541,1789.7,221.935,3.09805
56.2,1667,0.00539892,1629.23,221.953,3.10058
56.25,1429,0.00629811,1417.36,221.971,3.10311
56.3,1179,0.00763359,1183.93,221.989,3.10565
56.35,950,0.00947368,956.479,222.007,3.10818
56.4,763,0.0117955,755.244,222.025,3.11071
56.45,599,0.015025,591.363,222.043,3.11324
56.5,484,0.018595,467.559,222.061,3.11577
56.55,404,0.0222772,380.345,222.079,3.1183
56.6,351,0.025641,322.781,222.097,3.12083
56.65,304,0.0296053,286.988,222.114,3.12336
56.7,284,0.0316901,265.854,222.132,3.12589
56.75,273,0.032967,253.851,222.15,3.12841
56.8,259,0.034749,247.161,222.168,3.13094
56.85,251,0.0358566,243.397,222.186,3.13347
56.9,251,0.0358566,241.195,222.203,3.13599
56.95,252,0.0357143,239.841,222.221,3.13852
57,245,0.0367347,238.979,222.239,3.14104
57.05,259,0.034749,238.484,222.256,3.14357
57.1,250,0.036,238.369,222.274,3.14609
57.15,253,0.0355731,238.793,222.292,3.14861
57.2,256,0.0351562,240.15,222.309,3.15113
57.25,264,0.0340909,243.227,222.327,3.15366
57.3,285,0.0315789,249.382,222.344,3.15618
57.35,301,0.0299003,260.812,222.362,3.1587
57.4,346,0.0260116,280.606,222.379,3.16122
57.45,390,0.0230769,312.547,222.397,3.16374
57.5,458,0.0196507,360.399,222.414,3.16625
57.55,528,0.0170455,426.656,222.432,3.16877
57.6,624,0.0144231,510.94,222.449,3.17129
57.65,733,0.0122783,608.566,222.467,3.17381
57.7,829,0.0108565,709.96,222.484,3.17632
57.75,916,0.00982533,801.41,222.501,3.17884
57.8,988,0.00910931,867.389,222.519,3.18135
57.85,994,0.00905433,894.544,222.536,3.18387
57.9,929,0.00968784,876.722,222.553,3.18638
57.95,843,0.0106762,817.943,222.571,3.18889
58,742,0.0121294,730.405,222.588,3.19141
58.05,638,0.0141066,629.556,222.605,3.19392
58.1,527,0.0170778,529.755,222.622,3.19643
58.15,434,0.0207373,441.6,222.64,3.19894
58.2,377,0.0238727,370.832,222.657,3.20145
58.25,320,0.028125,318.664,222.674,3.20396
58.3,282,0.0319149,283.087,222.691,3.20647
58.35,273,0.032967,260.485,222.708,3.20898
58.4,256,0.0351562,246.993,222.725,3.21148
58.45,243,0.037037,239.328,222.742,3.21399
58.5,240,0.0375,235.096,222.759,3.2165
58.55,240,0.0375,232.749,222.776,3.219
58.6,230,0.0391304,231.381,222.793,3.22151
58.65,220,0.0409091,230.51,222.81,3.22401
58.7,230,0.0391304,229.892,222.827,3.22652
58.75,227,0.0396476,229.415,222.844,3.22902
58.8,224,0.0401786,229.027,222.861,3.23152
58.85,219,0.0410959,228.701,222.878,3.23402
58.9,227,0.0396476,228.424,222.895,3.23652
58.95,227,0.0396476,228.188,222.912,3.23903
59,224,0.0401786,227.989,222.929,3.24153
59.05,222,0.0405405,227.82,222.946,3.24403
59.1,223,0.0403587,227.681,222.962,3.24652
59.15,217,0.0414747,227.569,222.979,3.24902
59.2,213,0.0422535,227.483,222.996,3.25152
59.25,216,0.0416667,227.423,223.013,3.25402
59.3,219,0.0410959,227.391,223.029,3.25651
59.35,219,0.0410959,227.395,223.046,3.25901
59.4,218,0.0412844,227.446,223.063,3.2615
59.45,220,0.0409091,227.577,223.079,3.264
59.5,220,0.0409091,227.856,223.096,3.26649
59.55,220,0.0409091,228.405,223.113,3.26899
59.6,223,0.0403587,229.444,223.129,3.27148
59.65,233,0.0386266,231.32,223.146,3.27397
59.7,237,0.0379747,234.527,223.162,3.27646
59.75,249,0.0361446,239.685,223.179,3.27895
59.8,258,0.0348837,247.452,223.195,3.28144
59.85,261,0.0344828,258.365,223.212,3.28393
59.9,283,0.0318021,272.634,223.228,3.28642
59.95,304,0.0296053,289.943,223.245,3.28891
60,324,0.0308642,309.335,223.261,3.2914
60.05,347,0.0288184,329.216,223.277,3.29389
60.1,353,0.0283286,347.533,223.294,3.29637
60.15,359,0.0278552,362.184,223.31,3.29886
60.2,363,0.0275482,371.584,223.326,3.30134
60.25,352,0.0284091,374.951,223.343,3.30383
60.3,341,0.0293255,372.109,223.359,3.30631
60.35,330,0.030303,363.265,223.375,3.3088
60.4,308,0.0324675,349.149,223.392,3.31128
60.45,291,0.0343643,331.258,223.408,3.31376
60.5,271,0.0369004,311.678,223.424,3.31624
60.55,254,0.0393701,292.541,223.44,3.31872
60.6,245,0.0408163,275.582,223.456,3.3212
60.65,245,0.0408163,261.938,223.472,3.32368
60.7,239,0.041841,252.099,223.489,3.32616
60.75,228,0.0438596,245.972,223.505,3.32864
60.8,217,0.0460829,243.022,223.521,3.33112
60.85,217,0.0460829,242.431,223.537,3.33359
60.9,218,0.0458716,243.262,223.553,3.33607
