"Instparm: Type","PXC"
"Instparm: Lam1",      1.54
"Instparm: Lam2",      1.54
"Instparm: Zero",  0.000000
"Instparm: I(L2)/I(L1)",      0.50
"Instparm: Polariz.",      0.70
"Instparm: U",      2.00
"Instparm: V",     -2.00
"Instparm: W",      5.00
"Instparm: X",      0.00
"Instparm: Y",      0.00
"Instparm: Z",      0.00
"Instparm: SH/L",      0.00
"Instparm: Azimuth",      0.00
"Instparm: Source","CuKa"
"Instparm: Bank",      1.00
"Samparm: InstrName",
"Samparm: Scale",      0.07
"Samparm: Type",Bragg-Brentano
"Samparm: DisplaceX",      0.00
"Samparm: DisplaceY",      0.00
"Samparm: Temperature",    300.00
"Samparm: Pressure",      0.10
"Samparm: Time",      0.00
"Samparm: Gonio. radius",    200.00
"Samparm: Omega",      0.00
"Samparm: Chi",      0.00
"Samparm: Phi",      0.00
"Samparm: Azimuth",      0.00
"Samparm: Shift",      0.00
"Samparm: Transparency",      0.00
"Samparm: SurfRoughA",      0.00
"Samparm: SurfRoughB",      0.00
"x","y_obs","weight","y_calc","y_bkg","Q"
14.3094,7496,0.000133404,6795.89,6795.89,1.01598
14.3356,7609,0.000131423,6790.01,6790.01,1.01784
14.3619,7421,0.000134753,6784.13,6784.13,1.01969
14.3882,7589,0.00013177,6778.26,6778.26,1.02155
14.4144,7269,0.000137571,6772.39,6772.39,1.0234
14.4407,7226,0.000138389,6766.53,6766.53,1.02526
14.4669,7344,0.000136166,6760.66,6760.66,1.02711
14.4932,7493,0.000133458,6754.8,6754.8,1.02897
14.5195,7662,0.000130514,6748.94,6748.94,1.03082
14.5457,7515,0.000133067,6743.09,6743.09,1.03268
14.572,7251,0.000137912,6737.24,6737.24,1.03453
14.5982,7116,0.000140528,6731.39,6731.39,1.03638
14.6245,7403,0.00013508,6725.54,6725.54,1.03824
14.6508,7371,0.000135667,6719.7,6719.7,1.04009
14.677,7290,0.000137174,6713.86,6713.86,1.04195
14.7033,7320,0.000136612,6708.02,6708.02,1.0438
14.7295,7314,0.000136724,6702.19,6702.19,1.04565
14.7558,7381,0.000135483,6696.36,6696.36,1.04751
14.7821,7275,0.000137457,6690.53,6690.53,1.04936
14.8083,7182,0.000139237,6684.7,6684.7,1.05122
14.8346,7236,0.000138198,6678.88,6678.88,1.05307
14.8608,7226,0.000138389,6673.06,6673.06,1.05492
14.8871,7198,0.000138927,6667.24,6667.24,1.05678
14.9134,7352,0.000136017,6661.43,6661.43,1.05863
14.9396,7089,0.000141064,6655.62,6655.62,1.06048
14.9659,7222,0.000138466,6649.81,6649.81,1.06234
14.9921,7150,0.00013986,6644,6644,1.06419
15.0184,7216,0.000138581,6638.2,6638.2,1.06604
15.0447,6998,0.000142898,6632.4,6632.4,1.0679
15.0709,7343,0.000136184,6626.61,6626.61,1.06975
15.0972,7171,0.000139451,6620.81,6620.81,1.0716
15.1234,7257,0.000137798,6615.02,6615.02,1.07346
15.1497,7085,0.000141143,6609.23,6609.23,1.07531
15.176,6997,0.000142918,6603.45,6603.45,1.07716
15.2022,7156,0.000139743,6597.67,6597.67,1.07902
15.2285,7204,0.000138812,6591.89,6591.89,1.08087
15.2548,7081,0.000141223,6586.11,6586.11,1.08272
15.281,7109,0.000140667,6580.34,6580.34,1.08458
15.3073,7080,0.000141243,6574.57,6574.57,1.08643
15.3335,7313,0.000136743,6568.8,6568.8,1.08828
15.3598,7017,0.000142511,6563.04,6563.04,1.09013
15.3861,7058,0.000141683,6557.28,6557.27,1.09199
15.4123,7014,0.000142572,6551.52,6551.52,1.09384
15.4386,7060,0.000141643,6545.76,6545.76,1.09569
15.4648,7058,0.000141683,6540.01,6540.01,1.09754
15.4911,7011,0.000142633,6534.26,6534.26,1.0994
15.5174,6941,0.000144071,6528.51,6528.51,1.10125
15.5436,6981,0.000143246,6522.77,6522.77,1.1031
15.5699,6983,0.000143205,6517.03,6517.03,1.10495
15.5961,6979,0.000143287,6511.29,6511.29,1.1068
15.6224,7031,0.000142227,6505.55,6505.55,1.10866
15.6487,7029,0.000142268,6499.82,6499.82,1.11051
15.6749,7072,0.000141403,6494.09,6494.09,1.11236
15.7012,6991,0.000143041,6488.37,6488.36,1.11421
